Servicedescription;Totalsales;Giorni Prenotazione;Compagnia;Travel From;Travel To;Tipoviaggio
FFSS;53,2;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Aereo;117,71;4;AZ;CAGLIARI;PARIGI;RT
Hotel;63;1;IBIS BUDGET TOULOUSE;BLAGNAC;BLAGNAC;No_Tipoviaggio
FFSS;50;1;FFSS;NAPOLI;LAMEZIA TERME;No_Tipoviaggio
FFSS;50;1;FFSS;LAMEZIA TERME;SALERNO;No_Tipoviaggio
FFSS;9,5;1;FFSS;SALERNO;NAPOLI;No_Tipoviaggio
FFSS;39,5;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;39,5;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Hotel;954;18;VILLA SECESJA;BYDGOSZCZ;BYDGOSZCZ;No_Tipoviaggio
FFSS;39,5;1;FFSS;ROMA;SALERNO;No_Tipoviaggio
FFSS;39,5;1;FFSS;SALERNO;ROMA;No_Tipoviaggio
Hotel;2173,5;10;OMNI SHOREHAM;WASHINGTON;WASHINGTON;No_Tipoviaggio
Hotel;-2397,66;11;OMNI SHOREHAM;WASHINGTON;WASHINGTON;No_Tipoviaggio
FFSS;110;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;3,45;1;FFSS;MEOLO;VENEZIA;No_Tipoviaggio
FFSS;24,9;1;FFSS;VENEZIA;BOLOGNA;No_Tipoviaggio
FFSS;24,9;1;FFSS;BOLOGNA;VENEZIA;No_Tipoviaggio
FFSS;3,45;1;FFSS;VENEZIA;MEOLO;No_Tipoviaggio
FFSS;3,45;1;FFSS;MEOLO;VENEZIA;No_Tipoviaggio
FFSS;39;1;FFSS;VENEZIA;BOLOGNA;No_Tipoviaggio
FFSS;3,45;1;FFSS;MEOLO;VENEZIA;No_Tipoviaggio
FFSS;39;1;FFSS;VENEZIA;BOLOGNA;No_Tipoviaggio
FFSS;39;1;FFSS;BOLOGNA;VENEZIA;No_Tipoviaggio
FFSS;3,45;1;FFSS;VENEZIA;MEOLO;No_Tipoviaggio
FFSS;42,8;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;42,8;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;42,8;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;42,8;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;42,8;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;43,7;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;43,7;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;109,8;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;109,8;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;103,6;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;103,6;1;FFSS;ROMA;MILANO;No_Tipoviaggio
Aereo;362;4;UA;FIUMICINO;NORFOLK;RT
Hotel;175;2;RIAD LA VILLA & SPA;EL JADIDA;EL JADIDA;No_Tipoviaggio
Hotel;192,16;2;HAMPTON INN BERLIN C;BERLIN;BERLIN;No_Tipoviaggio
Aereo;151,68;1;FR;CATANIA;FIUMICINO;OW
FFSS;72,9;1;FFSS;VILLA S. GIOVAN;ROMA;No_Tipoviaggio
FFSS;81,7;1;FFSS;ROMA;VILLA S. GIOVAN;No_Tipoviaggio
FFSS;55;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;55;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;11;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;-55;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;42,8;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;55;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;55;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;56;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;56;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;56;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;59;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;34,5;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;34,5;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;105,3;1;FFSS;ROMA;VENEZIA;No_Tipoviaggio
FFSS;19,45;1;FFSS;VENEZIA;TRIESTE;No_Tipoviaggio
FFSS;68,4;1;FFSS;BOLOGNA;ROMA;No_Tipoviaggio
FFSS;68,4;1;FFSS;ROMA;BOLOGNA;No_Tipoviaggio
FFSS;68,4;1;FFSS;BOLOGNA;ROMA;No_Tipoviaggio
Hotel;234;2;PARADOR DE MAZAGON;MAZAGON;MAZAGON;No_Tipoviaggio
Aereo;15,99;2;YT;FIUMICINO;PARIGI;RT
Hotel;161;1;FIRST;PARIGI;PARIGI;No_Tipoviaggio
Hotel;80,15;1;B&B DARMSTADT;DARMSTADT;DARMSTADT;No_Tipoviaggio
Hotel;234;2;PARADOR DE MAZAGON;MAZAGON;MAZAGON;No_Tipoviaggio
Hotel;309,46;2;ALOFT RIYADH;RIYADH;RIYADH;No_Tipoviaggio
FFSS;44,9;1;FFSS;GENOVA;ROMA;No_Tipoviaggio
FFSS;49,9;1;FFSS;ROMA;GENOVA;No_Tipoviaggio
Hotel;159;2;RIAD LA VILLA & SPA;EL JADIDA;EL JADIDA;No_Tipoviaggio
FFSS;8;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;8;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
FFSS;111,6;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;111,6;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;71,3;1;FFSS;ROMA;LAMEZIA TERME;No_Tipoviaggio
FFSS;71,3;1;FFSS;LAMEZIA TERME;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Hotel;149,75;1;PROGRESS;BRUXELLES;BRUXELLES;No_Tipoviaggio
FFSS;34,5;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;34,5;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;39,5;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;39,5;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;54,9;1;FFSS;ROMA;LAMEZIA TERME;No_Tipoviaggio
FFSS;49,9;1;FFSS;LAMEZIA TERME;ROMA;No_Tipoviaggio
FFSS;54,9;1;FFSS;ROMA;LAMEZIA TERME;No_Tipoviaggio
FFSS;49,9;1;FFSS;LAMEZIA TERME;ROMA;No_Tipoviaggio
FFSS;110;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;112;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;111,6;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;111,6;1;FFSS;ROMA;MILANO;No_Tipoviaggio
Aereo;146,29;1;FR;CAGLIARI;CIAMPINO;OW
Aereo;266,38;2;V7;VENEZIA;CATANIA;RT
Hotel;303,4;2;HILTON GARDEN INN SH;SHELTON;SHELTON;No_Tipoviaggio
Hotel;1338,81;11;ANDANTE HOTEL;SCHEVENINGEN;SCHEVENINGEN;No_Tipoviaggio
Aereo;240,63;1;U2;FIUMICINO;PARIGI;OW
Hotel;120,25;1;IBIS ORLY AEROPORT;PARAY VIEILLE P;PARAY VIEILLE P;No_Tipoviaggio
FFSS;110;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;110;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
Aereo;72,99;1;FR;CIAMPINO;PORTO;OW
Hotel;107,64;2;JARDINS DA RIA;TORREIRA;TORREIRA;No_Tipoviaggio
FFSS;109,8;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;109,8;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;24,7;1;FFSS;BOLOGNA;RIMINI;No_Tipoviaggio
FFSS;58;1;FFSS;ROMA;BOLOGNA;No_Tipoviaggio
FFSS;58;1;FFSS;BOLOGNA;ROMA;No_Tipoviaggio
FFSS;20;1;FFSS;RIMINI;BOLOGNA;No_Tipoviaggio
Auto;50;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Altro;163,6;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
Altro;163,6;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
Altro;81,8;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Hotel;115;1;IBIS STYLES TOULON L;LA SEYNE SUR ME;LA SEYNE SUR ME;No_Tipoviaggio
FFSS;96,3;1;FFSS;PADOVA;ROMA;No_Tipoviaggio
Hotel;115;1;IBIS STYLES TOULON L;LA SEYNE SUR ME;LA SEYNE SUR ME;No_Tipoviaggio
Hotel;456;4;AIROTEL STRATOS VASS;ATENE;ATENE;No_Tipoviaggio
Hotel;54;1;ULIVI E PALME HOTEL;CAGLIARI;CAGLIARI;No_Tipoviaggio
Hotel;70;1;ALBERGO SAN LORENZO;GROSSETO;GROSSETO;No_Tipoviaggio
Auto;374,84;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;140;2;VILLA TIRRENO;TARQUINIA;TARQUINIA;No_Tipoviaggio
Auto;38,7;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;294,89;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;54;1;ULIVI E PALME HOTEL;CAGLIARI;CAGLIARI;No_Tipoviaggio
Auto;171,9;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;91;1;IBIS MILANO CENTRO;MILANO;MILANO;No_Tipoviaggio
Auto;168,9;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;110;2;CRESPI;GROSSETO;GROSSETO;No_Tipoviaggio
Hotel;107;1;BEST WESTERN ROME AI;FIUMICINO;FIUMICINO;No_Tipoviaggio
Hotel;79;1;DELLA VITTORIA;ANCONA;ANCONA;No_Tipoviaggio
Auto;183,26;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;956,89;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;107,1;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;162,6;2;IH HOTEL FIRENZE BUS;FIRENZE;FIRENZE;No_Tipoviaggio
Auto;55,3;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;102,85;1;NH NAPOLI AMBASSADOR;NAPOLI;NAPOLI;No_Tipoviaggio
Auto;175,25;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;88,68;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;57;1;ALBERGO SAN LORENZO;GROSSETO;GROSSETO;No_Tipoviaggio
Hotel;306,04;4;VILLA MERCEDE;FRASCATI;FRASCATI;No_Tipoviaggio
Auto;198,3;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;160,96;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;143,4;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;168,9;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;174,18;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;84,44;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;174,55;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;262,8;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;168,9;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;240,3;3;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Auto;171,58;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;441,09;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;188,97;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;104;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;245;5;LA ROCCA;NARNI;NARNI;No_Tipoviaggio
Auto;100,49;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;105;1;HOLIDAY INN CAGLIARI;CAGLIARI;CAGLIARI;No_Tipoviaggio
Auto;77,4;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;160,56;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;128,27;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;190,56;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;212;1;PASSION EXPO;RHO;RHO;No_Tipoviaggio
Auto;143,41;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;311,33;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;107,1;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;195;3;BRIGHT;ROMA;ROMA;No_Tipoviaggio
Hotel;90;1;GLI DEI;POZZUOLI;POZZUOLI;No_Tipoviaggio
Hotel;205,5;1;ROYAL CONTINENTAL;NAPOLI;NAPOLI;No_Tipoviaggio
Hotel;59;1;RESIDENZA PRINCIPINA;GROSSETO;GROSSETO;No_Tipoviaggio
Auto;164,21;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;80;1;BEST WESTERN ROME AI;FIUMICINO;FIUMICINO;No_Tipoviaggio
Auto;162,99;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;165,41;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;133,5;2;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;150;2;IL GRILLO;ASSEMINI;ASSEMINI;No_Tipoviaggio
Auto;218,92;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;382,69;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;132,11;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;133,03;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;292;4;IL GRILLO;ASSEMINI;ASSEMINI;No_Tipoviaggio
Auto;168,9;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;170;2;IL GRILLO;ASSEMINI;ASSEMINI;No_Tipoviaggio
Auto;245,66;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;104;1;AC BY MARRIOTT PISA;PISA;PISA;No_Tipoviaggio
Hotel;95;1;UNIVERSAL;LIVORNO;LIVORNO;No_Tipoviaggio
Auto;252,27;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;94;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;89;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;80;1;LA LA BAITA;MALBORGHETTO VA;MALBORGHETTO VA;No_Tipoviaggio
Hotel;60;1;SWEET HOME;TREVISO;TREVISO;No_Tipoviaggio
Hotel;68;1;IBIS STYLES ROMA EUR;ROMA;ROMA;No_Tipoviaggio
Hotel;105,3;1;BEST WESTERN ART DEC;ROMA;ROMA;No_Tipoviaggio
Hotel;-68;1;IBIS STYLES ROMA EUR;ROMA;ROMA;No_Tipoviaggio
Auto;476,2;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;111,07;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;86,21;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;414,1;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;183,99;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;55;1;DEDONI;CAGLIARI;CAGLIARI;No_Tipoviaggio
Auto;321,14;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;400;5;PETRARCA;MONTEGROTTO TER;MONTEGROTTO TER;No_Tipoviaggio
Hotel;-400;5;PETRARCA;MONTEGROTTO TER;MONTEGROTTO TER;No_Tipoviaggio
Hotel;320;4;PETRARCA;MONTEGROTTO TER;MONTEGROTTO TER;No_Tipoviaggio
Auto;282,79;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;73,15;1;CERVARA PARK;ROMA;ROMA;No_Tipoviaggio
Hotel;70,31;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;95;1;CERVARA PARK;ROMA;ROMA;No_Tipoviaggio
Hotel;240;4;VILLA TIRRENO;TARQUINIA;TARQUINIA;No_Tipoviaggio
Hotel;180;3;VILLA TIRRENO;TARQUINIA;TARQUINIA;No_Tipoviaggio
Hotel;83;1;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;179;2;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;385;4;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;-179;2;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Auto;236,83;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;126,67;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;280;4;VILLA TIRRENO;TARQUINIA;TARQUINIA;No_Tipoviaggio
Auto;84,44;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;86,91;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;85;1;MERCURE CATANIA EXCE;CATANIA;CATANIA;No_Tipoviaggio
Hotel;210,6;3;HOTEL CUORE DI NESIM;CATANIA;CATANIA;No_Tipoviaggio
Hotel;74;1;HOLIDAY INN EXPRESS;ROMA;ROMA;No_Tipoviaggio
Hotel;104;1;HOLIDAY INN EXPRESS;ROMA;ROMA;No_Tipoviaggio
Hotel;44,1;1;SPACE REGIO HOTEL MA;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Auto;359,5;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;80;1;DES SPACE ETRANGERS;MILANO;MILANO;No_Tipoviaggio
Auto;88,68;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;236,83;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;84,5;1;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;87,5;1;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Auto;282,23;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;176;2;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;382;4;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Auto;236,83;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;329,99;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;126,66;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;329,5;4;KATANE PALACE HOTEL;CATANIA;CATANIA;No_Tipoviaggio
Hotel;320;4;PETRARCA;MONTEGROTTO TER;MONTEGROTTO TER;No_Tipoviaggio
Hotel;320;4;PETRARCA;MONTEGROTTO TER;MONTEGROTTO TER;No_Tipoviaggio
Auto;177,19;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;404,8;5;GOLDEN TULIP RESORT;CASTELVOLTURNO;CASTELVOLTURNO;No_Tipoviaggio
Hotel;104,5;2;PLANA RESORT;CASTELVOLTURNO;CASTELVOLTURNO;No_Tipoviaggio
Auto;66,15;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;74;1;APPIA PARK;ROMA;ROMA;No_Tipoviaggio
Auto;250,79;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;101,64;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;247,82;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;346,52;4;REGINA MARGHERITA;ROMA;ROMA;No_Tipoviaggio
Hotel;107,1;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;107,1;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;75;1;BRIGHT;ROMA;ROMA;No_Tipoviaggio
Hotel;150;2;BRIGHT;ROMA;ROMA;No_Tipoviaggio
Auto;96,25;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;300;4;SOLE LAMPEDUSA;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Hotel;79;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;225;3;SOLE LAMPEDUSA;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Auto;204,9;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;54,28;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;79;1;ROSSINI;PESARO;PESARO;No_Tipoviaggio
Hotel;71,1;1;DIMORAE;CIVITANOVA MARC;CIVITANOVA MARC;No_Tipoviaggio
Hotel;69;1;TERME SALVAROLA;SASSUOLO;SASSUOLO;No_Tipoviaggio
Hotel;65;1;EXPRESS BY HOLIDAY I;FOLIGNO;FOLIGNO;No_Tipoviaggio
Hotel;119,8;2;IDEA HOTEL ROMA NOME;ROMA;ROMA;No_Tipoviaggio
Hotel;59,9;1;IDEA HOTEL ROMA NOME;ROMA;ROMA;No_Tipoviaggio
Hotel;86;1;BEST WESTERN HTL RIV;FIUMICINO;FIUMICINO;No_Tipoviaggio
Hotel;340;4;OROLOGIO;FERRARA;FERRARA;No_Tipoviaggio
Hotel;370;4;OROLOGIO;FERRARA;FERRARA;No_Tipoviaggio
Hotel;249;3;PARMIGIANINO;PARMA;PARMA;No_Tipoviaggio
Hotel;-249;3;PARMIGIANINO;PARMA;PARMA;No_Tipoviaggio
Hotel;88,5;1;NH TRIESTE;TRIESTE;TRIESTE;No_Tipoviaggio
Hotel;70;1;FAVORITA;BASSANO DEL GRA;BASSANO DEL GRA;No_Tipoviaggio
Hotel;70;1;HOTEL DAL PONTE;BASSANO DEL GRA;BASSANO DEL GRA;No_Tipoviaggio
Hotel;85;1;HOTEL ALBERO NASCOST;TRIESTE;TRIESTE;No_Tipoviaggio
Auto;670,22;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;72,98;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;95;1;CERVARA PARK;ROMA;ROMA;No_Tipoviaggio
Hotel;150;2;SOLE LAMPEDUSA;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Hotel;59;1;RESIDENZA PRINCIPINA;GROSSETO;GROSSETO;No_Tipoviaggio
Hotel;85;1;DEL PARCO;VIGEVANO;VIGEVANO;No_Tipoviaggio
Auto;65,1;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;39,6;1;ASHLEY;LAMEZIA TERME;LAMEZIA TERME;No_Tipoviaggio
Hotel;196;2;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;422;4;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;255;3;OROLOGIO;FERRARA;FERRARA;No_Tipoviaggio
Hotel;80;1;LA LA BAITA;MALBORGHETTO VA;MALBORGHETTO VA;No_Tipoviaggio
Hotel;120;2;SWEET HOME;TREVISO;TREVISO;No_Tipoviaggio
Hotel;60;1;SWEET HOME;TREVISO;TREVISO;No_Tipoviaggio
Hotel;-120;2;SWEET HOME;TREVISO;TREVISO;No_Tipoviaggio
Hotel;196;2;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;422;4;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;83;1;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;-83;1;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;84;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;59;1;RESIDENZA PRINCIPINA;GROSSETO;GROSSETO;No_Tipoviaggio
Hotel;83;1;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;176;2;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;382;4;ATAHOTEL BOLOGNA;BOLOGNA;BOLOGNA;No_Tipoviaggio
Auto;139,13;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;79,2;2;ASHLEY;LAMEZIA TERME;LAMEZIA TERME;No_Tipoviaggio
Hotel;98;2;ASHLEY;LAMEZIA TERME;LAMEZIA TERME;No_Tipoviaggio
Hotel;85;1;MERCURE CATANIA EXCE;CATANIA;CATANIA;No_Tipoviaggio
Hotel;-69,9;1;IDEA HOTEL ROMA NOME;ROMA;ROMA;No_Tipoviaggio
Hotel;53,5;1;SENSATION HOUSE;ROMA;ROMA;No_Tipoviaggio
Hotel;75;1;BRIGHT;ROMA;ROMA;No_Tipoviaggio
Hotel;44,1;1;SPACE REGIO HOTEL MA;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Hotel;585;5;GALILEO;ROMA;ROMA;No_Tipoviaggio
Hotel;80;1;EXPRESS BY HOLIDAY I;FOLIGNO;FOLIGNO;No_Tipoviaggio
Hotel;65;1;EXPRESS BY HOLIDAY I;FOLIGNO;FOLIGNO;No_Tipoviaggio
Hotel;468;3;LUDOVISI PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;468;3;LUDOVISI PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;67,64;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
